Country,Year,Birth_Rate_per_1000,Energy_Use_kgOE_per_Capita,population_total,Literacy_Rate,FDI_Net_Inflows_USD,Political_Instability,gdp_usd,gdp_real_growth_pct,exports_pct_gdp,imports_pct_gdp,gross_capital_form_pct_gdp,household_consump_pct_gdp,govt_consump_pct_gdp,inflation_cpi_pct,unemployment_pct,net_exports_pct_gdp,gdp_usd_log,population_growth_pct,exports_pct_gdp_lag1,imports_pct_gdp_lag1,gross_capital_form_pct_gdp_lag1,household_consump_pct_gdp_lag1,govt_consump_pct_gdp_lag1,inflation_cpi_pct_lag1,unemployment_pct_lag1,gdp_real_growth_pct_lag1
United Arab Emirates,1990,24.564,10740.8429217188,1898220,,-115820000,,50701443748.2975,18.3279855336306,,,,,,,,,24.649220223435886,,,,,,,,,
United Arab Emirates,1991,23.396,11690.0970198374,2006626,,25940000,,51552165622.4462,0.860081947717788,,,,,,,1.625,,24.665860056661725,5.710929186290303,,,,,,,,18.3279855336306
United Arab Emirates,1992,22.687,10562.8994380617,2114730,,129720000,,54239171887.769,3.34494485849439,,,,,,,1.713,,24.71666921290612,5.387351703805288,,,,,,,1.625,0.860081947717788
United Arab Emirates,1993,21.398,10572.6698308454,2222093,,401320000,,55625170253.337,1.26119094566637,,,,,,,1.905,,24.74190163816228,5.0769128919531115,,,,,,,1.713,3.34494485849439
United Arab Emirates,1994,21.309,11178.3984813089,2328188,,62460000,,59305093979.842,6.89614855343777,,,,,,,1.836,,24.805961041113047,4.774552640236029,,,,,,,1.905,1.26119094566637
United Arab Emirates,1995,18.739,11360.9014709113,2434662,,399850000,,65743666575.8649,6.68788645972637,,,,,,,1.8,,24.909029177522296,4.57325611161985,,,,,,,1.836,6.89614855343777
United Arab Emirates,1996,17.339,11250.1691193254,2597564,,300520000,0.964015007019043,73571233996.1863,5.79840406919965,,,,,,,1.834,,25.021519943839305,6.690949298095594,,,,,,,1.8,6.68788645972637
United Arab Emirates,1997,16.205,10941.7465226956,2817410,,232430000,,78839008444.5655,8.1903986491688,,,,,,,1.904,,25.090673742345214,8.463545075309021,,,,,,,1.834,5.79840406919965
United Arab Emirates,1998,16.002,10375.285992572,3040421,,257660000,0.871309280395508,75674336283.1858,0.291994342094142,,,,,,,2.068,,25.049704921193808,7.915461363450826,,,,,,,1.904,8.1903986491688
United Arab Emirates,1999,16.378,9839.14403490257,3266009,,-985340000,,84445473110.9598,2.90221363963286,,,,,,,2.197,,25.15937187439353,7.419630373556818,,,,,,,2.068,0.291994342094142
United Arab Emirates,2000,16.314,8956.94929901911,3493575,,-506330000,0.975434422492981,104337372362.151,10.852704215378,,,,,,,2.25,,25.370895450805406,6.96770890710956,,,,,,,2.197,2.90221363963286
United Arab Emirates,2001,15.978,11703.2751045514,3723590,,1183840000,,103311640571.818,1.39908503706675,49.1592253276122,40.7053546013305,22.5025971503274,59.1295000948837,9.91402351533425,,2.444,8.4538707262817,25.36101589376897,6.583943381779411,,,,,,,2.25,10.852704215378
